File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF659XAK	bam	bam		unfiltered alignments	ENCSR552RKI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF189UWJ, ENCFF195TRQ, ENCFF459ZTS, ENCFF496RSW, ENCFF637MHZ, ENCFF640IFZ, ENCFF834CJC, ENCFF863SJT, ENCFF864AMQ	8859632707	ENCODE Processing Pipeline	5800d92a1ad39638b9986a80c17b3d89		https://www.encodeproject.org/files/ENCFF659XAK/@@download/ENCFF659XAK.bam	GRCh38				released	s3://encode-public/2017/11/25/e611bc5d-b5a6-4520-a05f-6161e991d9fd/ENCFF659XAK.bam				
ENCFF447MLK	bam	bam		alignments	ENCSR552RKI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF659XAK	7218471509	ENCODE Processing Pipeline	ca95ef930902eb049dab3efad941611c		https://www.encodeproject.org/files/ENCFF447MLK/@@download/ENCFF447MLK.bam	GRCh38				released	s3://encode-public/2017/11/25/6cf00841-7fee-46ae-bcf0-bb8b16f0ef89/ENCFF447MLK.bam				
ENCFF586RRO	bam	bam		unfiltered alignments	ENCSR552RKI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF189UWJ, ENCFF195TRQ, ENCFF459ZTS, ENCFF549HLL, ENCFF637MHZ, ENCFF640IFZ, ENCFF834CJC, ENCFF863SJT, ENCFF864AMQ	8811397050	ENCODE Processing Pipeline	78e9e9f8e2d3bbb481a2c936218c00b0		https://www.encodeproject.org/files/ENCFF586RRO/@@download/ENCFF586RRO.bam	hg19				released	s3://encode-public/2017/12/03/047e1339-c77c-49ae-866b-367d774d1a84/ENCFF586RRO.bam				
ENCFF608VAX	bam	bam		alignments	ENCSR552RKI	DNase-seq	UBERON:0001987	placenta	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF586RRO	7251783945	ENCODE Processing Pipeline	ccc2869c21e44ca7ecf9a14017219ab8		https://www.encodeproject.org/files/ENCFF608VAX/@@download/ENCFF608VAX.bam	hg19				released	s3://encode-public/2017/12/03/f9e4b48b-ff5f-4050-ad94-13d26e52bfb1/ENCFF608VAX.bam				
ENCFF856YOV	bam	bam		unfiltered alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF042QYZ, ENCFF235UXY, ENCFF328TPS, ENCFF493DWK, ENCFF496RSW	12832552519	ENCODE Processing Pipeline	67db2769f27c9ad4989f8ac9ed82d0b2		https://www.encodeproject.org/files/ENCFF856YOV/@@download/ENCFF856YOV.bam	GRCh38				archived	s3://encode-public/2017/11/27/20f6cd13-5d41-42f1-90d5-b23405d793cf/ENCFF856YOV.bam				
ENCFF423DDV	bam	bam		unfiltered alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF496RSW, ENCFF593AIN, ENCFF727HFJ	8153138004	ENCODE Processing Pipeline	0d5087cba2a02e0ef701617dce6b1d7a		https://www.encodeproject.org/files/ENCFF423DDV/@@download/ENCFF423DDV.bam	GRCh38				released	s3://encode-public/2017/11/27/98f1fa38-4d27-4b6b-bca0-6d29abe32551/ENCFF423DDV.bam				
ENCFF191SRN	bam	bam		alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF856YOV	9932622945	ENCODE Processing Pipeline	3415d531115b4fe7c6234f90ee47378d		https://www.encodeproject.org/files/ENCFF191SRN/@@download/ENCFF191SRN.bam	GRCh38				archived	s3://encode-public/2017/11/27/51665cec-7667-4788-8d16-7364a1bf60a4/ENCFF191SRN.bam				
ENCFF815OAG	bam	bam		alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF423DDV	6567404236	ENCODE Processing Pipeline	c4a7fa29d1d3d8bfe38d608c377f1793		https://www.encodeproject.org/files/ENCFF815OAG/@@download/ENCFF815OAG.bam	GRCh38				released	s3://encode-public/2017/11/27/67a8d23a-92cd-48b9-8a8a-4a660b0affff/ENCFF815OAG.bam				
ENCFF932FBH	bam	bam		unfiltered alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF042QYZ, ENCFF235UXY, ENCFF328TPS, ENCFF493DWK, ENCFF549HLL	12747949298	ENCODE Processing Pipeline	02bb9dd68a6a5e5cd57e63980c8a6232		https://www.encodeproject.org/files/ENCFF932FBH/@@download/ENCFF932FBH.bam	hg19				archived	s3://encode-public/2017/12/03/bf7270fd-a4df-410d-8b64-6bb41b7b3b5e/ENCFF932FBH.bam				
ENCFF656EIL	bam	bam		unfiltered alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF549HLL, ENCFF593AIN, ENCFF727HFJ	8104326872	ENCODE Processing Pipeline	1f13f6f803ab0a9e2de12f5fe7dd7a72		https://www.encodeproject.org/files/ENCFF656EIL/@@download/ENCFF656EIL.bam	hg19				released	s3://encode-public/2017/12/03/7cc0d173-5a36-49d6-9843-cb5173836be6/ENCFF656EIL.bam				
ENCFF621IXI	bam	bam		alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1							ENCFF932FBH	9969863192	ENCODE Processing Pipeline	3a7fe6a4ec660266ca474d9d90e015d0		https://www.encodeproject.org/files/ENCFF621IXI/@@download/ENCFF621IXI.bam	hg19				archived	s3://encode-public/2017/12/03/10e3f920-bd68-447d-9c89-2d2fb76fe565/ENCFF621IXI.bam				
ENCFF434AMR	bam	bam		alignments	ENCSR562FNN	DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2							ENCFF656EIL	6594487609	ENCODE Processing Pipeline	3d068236168830c6f9a94d5f0d8c5913		https://www.encodeproject.org/files/ENCFF434AMR/@@download/ENCFF434AMR.bam	hg19				released	s3://encode-public/2017/12/03/9baf1801-7903-4318-a176-ecfa60571bbd/ENCFF434AMR.bam				
ENCFF183WVZ	bam	bam		alignments	ENCSR346IHH	DNase-seq	EFO:0005698	Daoy	cell line	Homo sapiens											DNA						2015-08-18	ENCODE				1							ENCFF002EOO, ENCFF002EOP, ENCFF002EOQ, ENCFF002EOR, ENCFF002EOS, ENCFF002EOT, ENCFF002EOV	9899245874	John Stamatoyannopoulos, UW	0c1d71673d2546996c8c068dbe191642		https://www.encodeproject.org/files/ENCFF183WVZ/@@download/ENCFF183WVZ.bam	hg19				archived	s3://encode-public/2016/04/29/f4b35dfc-79db-42b8-bf59-75b53756c4f8/ENCFF183WVZ.bam				
