File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF829XME	bam	bam		alignments	ENCSR765MXG	ATAC-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens											DNA						2016-10-31	ENCODE				1							ENCFF348WZH, ENCFF595ZAG, ENCFF815MRL, ENCFF830DYJ	7331964483	Anshul Kundaje, Stanford	3cda4440912248ed7227e012d9755c8f		https://www.encodeproject.org/files/ENCFF829XME/@@download/ENCFF829XME.bam	GRCh38				released	s3://encode-public/2016/12/22/585a6076-02d0-47ae-81ef-d89cfddfa98a/ENCFF829XME.bam				
ENCFF469OER	bam	bam		alignments	ENCSR062SVK	ATAC-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens											DNA						2017-06-21	ENCODE				1							ENCFF138HVL, ENCFF496OHD	3477566868	Anshul Kundaje, Stanford	c04ab5f2125e6de9e55a009a77f1e7d3		https://www.encodeproject.org/files/ENCFF469OER/@@download/ENCFF469OER.bam	GRCh38				released	s3://encode-public/2017/02/09/d5dc8824-f2e5-43e6-81a2-cb9a6d819692/ENCFF469OER.bam				
ENCFF293BRN	bam	bam		alignments	ENCSR260ZIV	ATAC-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1							ENCFF493REK, ENCFF553SEZ	6487854280	Anshul Kundaje, Stanford	9b9a096a6b2d848489645e596e31021b		https://www.encodeproject.org/files/ENCFF293BRN/@@download/ENCFF293BRN.bam	GRCh38				released	s3://encode-public/2016/12/22/f58103f6-0847-4a3a-a2a6-9e7f7e857051/ENCFF293BRN.bam				
ENCFF069SZE	bam	bam		alignments	ENCSR337UIU	ATAC-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1							ENCFF300KHX, ENCFF326XJM	5840429308	Anshul Kundaje, Stanford	588f1f67b98a2ff91bddd0d97512587d		https://www.encodeproject.org/files/ENCFF069SZE/@@download/ENCFF069SZE.bam	GRCh38				released	s3://encode-public/2016/12/13/45fc6bad-a576-4d95-b646-9f93a378a4dd/ENCFF069SZE.bam				
ENCFF482HAC	bam	bam		alignments	ENCSR548QCP	ATAC-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1							ENCFF138HKP, ENCFF565VHZ	6914098757	Anshul Kundaje, Stanford	d4f7475b0ad3a206602bd9604c21c778		https://www.encodeproject.org/files/ENCFF482HAC/@@download/ENCFF482HAC.bam	GRCh38				released	s3://encode-public/2016/12/22/4fbfffed-e79f-4583-b165-120fd0b8152f/ENCFF482HAC.bam				
ENCFF906UQF	bam	bam		alignments	ENCSR117PYB	ATAC-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2017-01-30	ENCODE				1							ENCFF549AFY, ENCFF695YHX	2790814049	Anshul Kundaje, Stanford	8eb6d2a8aa8ea1cc41bb8253b5c64936		https://www.encodeproject.org/files/ENCFF906UQF/@@download/ENCFF906UQF.bam	GRCh38				released	s3://encode-public/2017/02/09/65a8f6c1-28a6-402a-a62d-00cc813cfeb8/ENCFF906UQF.bam				
ENCFF086TID	bam	bam		alignments	ENCSR689SDA	ATAC-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens											DNA						2017-06-21	ENCODE				1							ENCFF797AHS, ENCFF968KAQ	3940472213	Anshul Kundaje, Stanford	a08a558c0c3069b6f59a5a90cd30118f		https://www.encodeproject.org/files/ENCFF086TID/@@download/ENCFF086TID.bam	GRCh38				released	s3://encode-public/2017/02/08/abec7203-253a-42aa-9cc9-b8367719b2de/ENCFF086TID.bam				
ENCFF692DLP	bam	bam		alignments	ENCSR846VLJ	ATAC-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1							ENCFF574WBE, ENCFF911ROA	5712081857	Anshul Kundaje, Stanford	b7fd732e150aab359eda314722692e10		https://www.encodeproject.org/files/ENCFF692DLP/@@download/ENCFF692DLP.bam	GRCh38				released	s3://encode-public/2016/12/22/b0f97c12-f497-4ac3-b6af-ebd9766f8dd9/ENCFF692DLP.bam				
ENCFF656OYT	bam	bam		alignments	ENCSR955JSO	ATAC-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens											DNA						2016-06-15	ENCODE				1							ENCFF011MBI, ENCFF626AST	5887527394	Anshul Kundaje, Stanford	5745618bb3bfdbc81654ebcc925347a0		https://www.encodeproject.org/files/ENCFF656OYT/@@download/ENCFF656OYT.bam	GRCh38				released	s3://encode-public/2016/12/22/eb7d1fa9-100c-40ad-a40b-a079558314ec/ENCFF656OYT.bam				
ENCFF787DUW	bam	bam		alignments	ENCSR923WGJ	ATAC-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	4 day								DNA						2017-10-10	GGR				2							ENCFF132WCZ, ENCFF193XZE, ENCFF232ZIV, ENCFF336ZDA, ENCFF534OEW, ENCFF617ALL, ENCFF642LCD, ENCFF665ASH, ENCFF680VLN, ENCFF688WUF, ENCFF750HPU, ENCFF751BYE, ENCFF927RRE, ENCFF985OET	5765063975	Anshul Kundaje, Stanford	73f8dd86091339bd29208f5b875ada38		https://www.encodeproject.org/files/ENCFF787DUW/@@download/ENCFF787DUW.bam	GRCh38				released	s3://encode-public/2017/04/01/fd194972-a98d-4da0-bace-78f202266d50/ENCFF787DUW.bam				
