File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF597SLV	bam	bam		alignments	ENCSR220ASC	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens											DNA			0.01% digitonin			2018-04-23	GGR				2	1						ENCFF419RSJ, ENCFF793VAW, GRCh38_no_alt_analysis_set_GCA_000001405.15	1131793941	Tim Reddy, Duke	6101f9543f5f6d654a444f88c5c582d5		https://www.encodeproject.org/files/ENCFF597SLV/@@download/ENCFF597SLV.bam	GRCh38				released	s3://encode-public/2018/03/28/80fe92f4-59de-456d-a9b8-6e6f54a08831/ENCFF597SLV.bam				
ENCFF248HDS	bam	bam		alignments	ENCSR220ASC	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens											DNA			0.01% digitonin			2018-04-23	GGR				3	1						ENCFF224EAV, ENCFF419RSJ, GRCh38_no_alt_analysis_set_GCA_000001405.15	1031953181	Tim Reddy, Duke	140ca65927ee29aed79249e261ab3253		https://www.encodeproject.org/files/ENCFF248HDS/@@download/ENCFF248HDS.bam	GRCh38				released	s3://encode-public/2018/03/28/49343a07-6753-4b4c-bfe0-481cbf293b79/ENCFF248HDS.bam				
ENCFF978DQZ	bam	bam		alignments	ENCSR220ASC	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens											DNA			0.01% digitonin			2018-04-23	GGR				1	1						ENCFF022FVS, ENCFF419RSJ, GRCh38_no_alt_analysis_set_GCA_000001405.15	1019837909	Tim Reddy, Duke	99166845972fa74c9230ab6930578918		https://www.encodeproject.org/files/ENCFF978DQZ/@@download/ENCFF978DQZ.bam	GRCh38				released	s3://encode-public/2018/03/28/ad12db6a-dbe9-4695-a6b1-e38ddd463d3f/ENCFF978DQZ.bam				
ENCFF214ASZ	bam	bam		alignments	ENCSR288YMH	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	4 hour								DNA			0.01% digitonin			2018-04-23	GGR				1	1						ENCFF419RSJ, ENCFF420ZSO, GRCh38_no_alt_analysis_set_GCA_000001405.15	1183539727	Tim Reddy, Duke	c8edde3650aa60236976d1cfce6212ef		https://www.encodeproject.org/files/ENCFF214ASZ/@@download/ENCFF214ASZ.bam	GRCh38				released	s3://encode-public/2018/03/28/84b8a82d-4e89-42c0-ad9d-93007b726f73/ENCFF214ASZ.bam				
ENCFF210BHM	bam	bam		alignments	ENCSR288YMH	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	4 hour								DNA			0.01% digitonin			2018-04-23	GGR				2	1						ENCFF358LJV, ENCFF419RSJ, GRCh38_no_alt_analysis_set_GCA_000001405.15	1195933190	Tim Reddy, Duke	a9ee05a1a0b6e2edb478826a30cbc01b		https://www.encodeproject.org/files/ENCFF210BHM/@@download/ENCFF210BHM.bam	GRCh38				released	s3://encode-public/2018/03/28/53c8e456-9923-45ed-b9e8-166f2814e8ca/ENCFF210BHM.bam				
ENCFF590QJA	bam	bam		alignments	ENCSR288YMH	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	4 hour								DNA			0.01% digitonin			2018-04-23	GGR				3	1						ENCFF419RSJ, ENCFF834KFX, GRCh38_no_alt_analysis_set_GCA_000001405.15	1124547652	Tim Reddy, Duke	c34e324c47d5f3b9fcf9fb0211dcd6d1		https://www.encodeproject.org/files/ENCFF590QJA/@@download/ENCFF590QJA.bam	GRCh38				released	s3://encode-public/2018/03/28/5e16198b-208c-4d5b-9a8e-285b420ab39d/ENCFF590QJA.bam				
ENCFF020COS	bam	bam		alignments	ENCSR139OYS	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour								DNA			0.01% digitonin			2018-04-23	GGR				3	1						ENCFF388LOY, ENCFF419RSJ, GRCh38_no_alt_analysis_set_GCA_000001405.15	1095840758	Tim Reddy, Duke	3f237fe781fa7fdea284c9e4ff9b930f		https://www.encodeproject.org/files/ENCFF020COS/@@download/ENCFF020COS.bam	GRCh38				released	s3://encode-public/2018/03/28/cc41308f-1317-4e86-aac1-b0ad57288329/ENCFF020COS.bam				
ENCFF758ORC	bam	bam		alignments	ENCSR139OYS	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour								DNA			0.01% digitonin			2018-04-23	GGR				1	1						ENCFF419RSJ, ENCFF463IRI, GRCh38_no_alt_analysis_set_GCA_000001405.15	1352917718	Tim Reddy, Duke	a3900f160dba6458436b255c3675fd07		https://www.encodeproject.org/files/ENCFF758ORC/@@download/ENCFF758ORC.bam	GRCh38				released	s3://encode-public/2018/03/28/4a9bfaab-4629-4d99-a66f-377b5ebd1c83/ENCFF758ORC.bam				
ENCFF809EKV	bam	bam		alignments	ENCSR139OYS	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour								DNA			0.01% digitonin			2018-04-23	GGR				2	1						ENCFF419RSJ, ENCFF545DRH, GRCh38_no_alt_analysis_set_GCA_000001405.15	1247010844	Tim Reddy, Duke	afa5d74f5ba108bed9b8e05db5eafcda		https://www.encodeproject.org/files/ENCFF809EKV/@@download/ENCFF809EKV.bam	GRCh38				released	s3://encode-public/2018/03/28/6a997122-ddd6-42fe-8462-a66d39e843ba/ENCFF809EKV.bam				
ENCFF426DGP	bam	bam		alignments	ENCSR074AHH	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	8 hour								DNA			0.01% digitonin			2018-04-23	GGR				2	1						ENCFF419RSJ, ENCFF744SXE, GRCh38_no_alt_analysis_set_GCA_000001405.15	1357349952	Tim Reddy, Duke	0b322ba376cc9dac4baa1cc79876a0e9		https://www.encodeproject.org/files/ENCFF426DGP/@@download/ENCFF426DGP.bam	GRCh38				released	s3://encode-public/2018/03/28/274d4b4d-3309-4e1a-8ac4-0a278ec752f6/ENCFF426DGP.bam				
