File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF561BVP	bam	bam		redacted unfiltered alignments	hg19	ENCSR666TFS	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF044SLO, ENCFF565AMG, ENCFF807MUK, ENCFF981KET, ENCFF984WFI	1995813755	ENCODE Processing Pipeline	cfeaeeb4456d0d7c23f9f19ab1e587f2		https://www.encodeproject.org/files/ENCFF561BVP/@@download/ENCFF561BVP.bam				released	s3://encode-public/2018/01/20/48c9102f-211c-484f-a1a7-153ca288aa16/ENCFF561BVP.bam				
ENCFF029MWK	bam	bam		redacted alignments	hg19	ENCSR666TFS	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			76				ENCFF044SLO, ENCFF565AMG, ENCFF807MUK, ENCFF981KET, ENCFF984WFI	1428399346	ENCODE Processing Pipeline	7547c0c2ac2ae01e45848862ca24190b		https://www.encodeproject.org/files/ENCFF029MWK/@@download/ENCFF029MWK.bam				released	s3://encode-public/2018/01/20/1cb004fd-2502-43f7-87f3-14be0e932d44/ENCFF029MWK.bam				
ENCFF863LLW	bam	bam		redacted alignments	hg19	ENCSR546SDM	ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2			36				ENCFF288DIQ, ENCFF395JFP, ENCFF807MUK	240309326	ENCODE Processing Pipeline	35ae9a5de9a67aba0dd8fb57c8e4e7ca		https://www.encodeproject.org/files/ENCFF863LLW/@@download/ENCFF863LLW.bam				released	s3://encode-public/2018/01/20/b50938ea-caf7-4977-929d-bc09f239c8bd/ENCFF863LLW.bam				
ENCFF889GEU	bam	bam		redacted unfiltered alignments	hg19	ENCSR546SDM	ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2			36				ENCFF288DIQ, ENCFF395JFP, ENCFF807MUK	359218764	ENCODE Processing Pipeline	0042a6c071c2c3d349f853db919a2c04		https://www.encodeproject.org/files/ENCFF889GEU/@@download/ENCFF889GEU.bam				released	s3://encode-public/2018/01/20/18e763ea-a5a8-4e92-9339-76686505435b/ENCFF889GEU.bam				
ENCFF514FNB	fastq	fastq		reads		ENCSR318HUC	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-10-26	ENCODE				1	2	76		single-ended				2712019721	Bradley Bernstein, Broad	ca4c7a18cf147de20f542b4f4a150c65	SRA:SRR5833209	https://www.encodeproject.org/files/ENCFF514FNB/@@download/ENCFF514FNB.fastq.gz		Illumina HiSeq 2500	/files/ENCFF098NQZ/, /files/ENCFF169IFR/, /files/ENCFF694XOO/	released	s3://encode-public/2016/04/29/a5b371fa-9bb4-4adc-9f6d-a8a1821b90b4/ENCFF514FNB.fastq.gz				
ENCFF926JXO	bam	bam		alignments	hg19	ENCSR318HUC	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-10-26	ENCODE				1			76				ENCFF514FNB, ENCFF807MUK	1901521645	ENCODE Processing Pipeline	c5514f7ed937c9f44539242b0581bd04		https://www.encodeproject.org/files/ENCFF926JXO/@@download/ENCFF926JXO.bam				released	s3://encode-public/2016/11/16/c2ec5e73-2cbf-4419-aa68-b3d411631d33/ENCFF926JXO.bam				
ENCFF795ISZ	bam	bam		unfiltered alignments	hg19	ENCSR318HUC	ChIP-seq	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2016-10-26	ENCODE				1			76				ENCFF514FNB, ENCFF807MUK	2740855782	ENCODE Processing Pipeline	732fa74a703574cef3c95f4648288f8c		https://www.encodeproject.org/files/ENCFF795ISZ/@@download/ENCFF795ISZ.bam				released	s3://encode-public/2016/11/16/cc6b6d7c-5de1-4552-8dbd-cd57f432cf76/ENCFF795ISZ.bam				
ENCFF426UOT	fastq	fastq		reads		ENCSR391NPE	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2	1	100		paired-ended	1	ENCFF957IAM		2045547846	Michael Snyder, Stanford	c0a2f8682b5d45c074e70418aadd2917	SRA:SRR6213590	https://www.encodeproject.org/files/ENCFF426UOT/@@download/ENCFF426UOT.fastq.gz		Illumina HiSeq 2000	/files/ENCFF926HWQ/	released	s3://encode-public/2017/02/23/93291321-c6ae-40a5-a196-4d206cd32ad0/ENCFF426UOT.fastq.gz				
ENCFF957IAM	fastq	fastq		reads		ENCSR391NPE	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2	1	100		paired-ended	2	ENCFF426UOT		2082854949	Michael Snyder, Stanford	9239cc461331d6561f9ae4d11195b7fe	SRA:SRR6213590	https://www.encodeproject.org/files/ENCFF957IAM/@@download/ENCFF957IAM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF776RZI/	released	s3://encode-public/2017/02/23/15036ad2-6951-44b0-80da-928e16b9def4/ENCFF957IAM.fastq.gz				
ENCFF502OEM	fastq	fastq		reads		ENCSR391NPE	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1	1	100		paired-ended	1	ENCFF415BYG		3441952152	Michael Snyder, Stanford	af02ee89fd11b50c65713347b1014d85	SRA:SRR6213591	https://www.encodeproject.org/files/ENCFF502OEM/@@download/ENCFF502OEM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF868MWO/	released	s3://encode-public/2017/02/23/3b271e96-4b40-4ae8-b608-db6600df92c6/ENCFF502OEM.fastq.gz				
