File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF130IBQ	bam	bam		alignments	ENCSR454VRA	ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF807MUK, ENCFF910WPG	1002348605	ENCODE Processing Pipeline	74cfc31633df21ebc96a958d43ac09b6		https://www.encodeproject.org/files/ENCFF130IBQ/@@download/ENCFF130IBQ.bam	hg19				released	s3://encode-public/2017/04/05/d20f2171-e360-4344-a043-8c7eb61ddfc9/ENCFF130IBQ.bam				
ENCFF957EEK	bam	bam		alignments	ENCSR841AJO	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1			76				ENCFF286IJZ, ENCFF320BTU, ENCFF793WTW, ENCFF807MUK, ENCFF963CTM	1991564769	ENCODE Processing Pipeline	fa70ba26df01e73bb16e4f152e908729		https://www.encodeproject.org/files/ENCFF957EEK/@@download/ENCFF957EEK.bam	hg19				released	s3://encode-public/2019/08/11/e01dea52-743f-4ed3-8c50-9d082b5048fe/ENCFF957EEK.bam				
ENCFF767BJI	bam	bam		alignments	ENCSR841AJO	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2			76				ENCFF014AKE, ENCFF277BPN, ENCFF807MUK, ENCFF844ZQH, ENCFF964VMI	2507510112	ENCODE Processing Pipeline	9b41a9998df055d4b377ccfbd20668d5		https://www.encodeproject.org/files/ENCFF767BJI/@@download/ENCFF767BJI.bam	hg19				released	s3://encode-public/2019/08/11/2b1786b8-251d-41e6-8478-fc8397ecbb0b/ENCFF767BJI.bam				
ENCFF461HDD	bam	bam		alignments	ENCSR473PNT	ChIP-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF807MUK, ENCFF826BHT	452971862	ENCODE Processing Pipeline	98e0a300cd96ef1ea9951964c72e04e0		https://www.encodeproject.org/files/ENCFF461HDD/@@download/ENCFF461HDD.bam	hg19				released	s3://encode-public/2016/12/19/e59bae85-2a39-4f50-999a-9a847f0e196c/ENCFF461HDD.bam				
ENCFF366YNM	bam	bam		alignments	ENCSR473PNT	ChIP-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2			36				ENCFF296LHG, ENCFF807MUK	1086306119	ENCODE Processing Pipeline	dd331293aeaacb71feac51e8da01a3a4		https://www.encodeproject.org/files/ENCFF366YNM/@@download/ENCFF366YNM.bam	hg19				released	s3://encode-public/2016/12/19/8c86d704-cf18-440b-820c-ed1075b16298/ENCFF366YNM.bam				
ENCFF353UBN	bam	bam		alignments	ENCSR596PFU	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										H3K27ac-human	DNA						2016-07-28	ENCODE				1			76				ENCFF015KLH, ENCFF807MUK	1331415366	ENCODE Processing Pipeline	9eb6c8995812dac4d7e1a448f284c692		https://www.encodeproject.org/files/ENCFF353UBN/@@download/ENCFF353UBN.bam	hg19				released	s3://encode-public/2016/10/26/b748c519-f2f6-4943-85c1-89f433a60e48/ENCFF353UBN.bam				
ENCFF191RAO	bam	bam		alignments	ENCSR937EVN	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K27ac-human	DNA						2019-08-01	ENCODE				1			76				ENCFF226YFN, ENCFF235IVE, ENCFF653PKW, ENCFF807MUK, ENCFF935UTO	2756357914	ENCODE Processing Pipeline	4d5f34d45e5bedc5030f5c782463bfaa		https://www.encodeproject.org/files/ENCFF191RAO/@@download/ENCFF191RAO.bam	hg19				released	s3://encode-public/2019/07/17/70be6f58-73e6-43b0-99f6-f8a494ce28b2/ENCFF191RAO.bam				
ENCFF638JUP	bam	bam		alignments	ENCSR000AMO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1			36				ENCFF000BFD, ENCFF807MUK	196529676	ENCODE Processing Pipeline	9dfbc4455bff23f6bb5397344c2d4e01		https://www.encodeproject.org/files/ENCFF638JUP/@@download/ENCFF638JUP.bam	hg19				released	s3://encode-public/2017/02/13/76b0bc5e-584b-4468-aa0f-08e493d9193b/ENCFF638JUP.bam				
ENCFF208LPX	bam	bam		alignments	ENCSR000AMO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2			36				ENCFF000BFH, ENCFF807MUK	276241082	ENCODE Processing Pipeline	d2a4208c0b80883844f5db57057eb9c1		https://www.encodeproject.org/files/ENCFF208LPX/@@download/ENCFF208LPX.bam	hg19				released	s3://encode-public/2017/02/13/6a3f330c-cd27-4671-a2df-f9c7e5bb25e7/ENCFF208LPX.bam				
ENCFF335LRI	bam	bam		alignments	ENCSR891KSP	ChIP-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1			36				ENCFF641LUF, ENCFF668OEU, ENCFF807MUK, ENCFF904CSC	414936919	ENCODE Processing Pipeline	193fe0177fd1be206e79d140863f9a36		https://www.encodeproject.org/files/ENCFF335LRI/@@download/ENCFF335LRI.bam	hg19				released	s3://encode-public/2016/12/19/01e50ede-d9fd-47e8-977e-4ca72a131896/ENCFF335LRI.bam				
