File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF113AJV	bam	bam		alignments	ENCSR803VCR	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF848GSO	1452100840	ENCODE Processing Pipeline	2ef9992a628aad224f5ce091798dd0ad		https://www.encodeproject.org/files/ENCFF113AJV/@@download/ENCFF113AJV.bam	hg19				released	s3://encode-public/2017/09/19/2aeb57a7-d4a6-4196-ad7e-0481ffbc9f6d/ENCFF113AJV.bam				
ENCFF542NTO	bam	bam		alignments	ENCSR118WIQ	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF130SYH	1559756069	ENCODE Processing Pipeline	8040c3b21b9dc7898bd3c30de50405e0		https://www.encodeproject.org/files/ENCFF542NTO/@@download/ENCFF542NTO.bam	hg19				released	s3://encode-public/2017/09/19/54b42ae1-5d14-458c-a7a7-2ed0c20e12e0/ENCFF542NTO.bam				
ENCFF217VVC	bam	bam		alignments	ENCSR000EQE	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA						2012-07-23	ENCODE				1							ENCFF634RHU	2790685544	ENCODE Processing Pipeline	9e360cc6f6e82d8011ce19766da5fc86		https://www.encodeproject.org/files/ENCFF217VVC/@@download/ENCFF217VVC.bam	hg19				released	s3://encode-public/2017/09/05/c094604d-795b-46de-9cd7-d3d33506a1c7/ENCFF217VVC.bam				
ENCFF515JEC	bam	bam		alignments	ENCSR000EQE	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA						2012-07-23	ENCODE				2							ENCFF412JFZ	991226571	ENCODE Processing Pipeline	8d63c85bf52f16502b259199afdc1e21		https://www.encodeproject.org/files/ENCFF515JEC/@@download/ENCFF515JEC.bam	hg19				released	s3://encode-public/2017/09/05/045b1941-6b11-46d6-8205-e6eabbd5add0/ENCFF515JEC.bam				
ENCFF970LXV	bam	bam		alignments	ENCSR597NVK	DNase-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1							ENCFF241DIK	11047753505	ENCODE Processing Pipeline	32571ef419d4e18f77ce5fd88ecf5c47		https://www.encodeproject.org/files/ENCFF970LXV/@@download/ENCFF970LXV.bam	hg19				released	s3://encode-public/2017/09/19/591870b7-2a56-45b7-8708-b3d28f3a34b2/ENCFF970LXV.bam				
ENCFF352BKQ	bam	bam		alignments	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				1							ENCFF226IOY	16296782437	ENCODE Processing Pipeline	28459e4655b577f171fd62164516a3b1		https://www.encodeproject.org/files/ENCFF352BKQ/@@download/ENCFF352BKQ.bam	hg19				released	s3://encode-public/2017/09/10/59b60cc7-ac2c-4539-9414-a2c4a5356b87/ENCFF352BKQ.bam				
ENCFF813XJE	bam	bam		alignments	ENCSR664PKM	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2016-09-22	ENCODE				2							ENCFF248WPX	10417552176	ENCODE Processing Pipeline	e14c59258395686b9f7848a6df698f15		https://www.encodeproject.org/files/ENCFF813XJE/@@download/ENCFF813XJE.bam	hg19				released	s3://encode-public/2017/09/10/172a226e-5bc6-4013-805e-088b46f4ed04/ENCFF813XJE.bam				
ENCFF583XPL	bam	bam		alignments	ENCSR857AEB	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF177WTL	18130056361	ENCODE Processing Pipeline	e1784229e3cb6e6499bb39c952c8bf02		https://www.encodeproject.org/files/ENCFF583XPL/@@download/ENCFF583XPL.bam	hg19				released	s3://encode-public/2017/09/20/6024ad7d-0fd5-4f8f-9db0-e2392acae687/ENCFF583XPL.bam				
ENCFF942ZPN	bam	bam		alignments	ENCSR106OKX	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1							ENCFF331UQF	1295331939	ENCODE Processing Pipeline	f948f4e5fcc97fc9f679d3384ca8a074		https://www.encodeproject.org/files/ENCFF942ZPN/@@download/ENCFF942ZPN.bam	hg19				released	s3://encode-public/2017/09/19/66ff1d8f-e85c-49ec-9a19-df74555af602/ENCFF942ZPN.bam				
ENCFF130KHK	bam	bam		alignments	ENCSR364MFN	DNase-seq	CL:0000182	hepatocyte	in vitro differentiated cells	Homo sapiens											DNA						2016-06-14	ENCODE				1							ENCFF471WBD	13339949324	ENCODE Processing Pipeline	ef67d5b6bd672ccdc7356d999df188f3		https://www.encodeproject.org/files/ENCFF130KHK/@@download/ENCFF130KHK.bam	hg19				released	s3://encode-public/2017/09/13/ea9fb229-d3d0-4383-a23f-5961515f81ae/ENCFF130KHK.bam				
