File accession	File format	File type	File format type	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF207QWZ	bam	bam		unfiltered alignments	ENCSR007YOT	ChIP-seq	EFO:0005723	GM23248	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE				1			76				ENCFF643CGH, ENCFF863CCQ	1793914807	ENCODE Processing Pipeline	9f3c1e0f094e0b149b0f057a79c4a356		https://www.encodeproject.org/files/ENCFF207QWZ/@@download/ENCFF207QWZ.bam	GRCh38				released	s3://encode-public/2016/10/25/2d2070e2-4147-48d8-9a42-b73a71788e49/ENCFF207QWZ.bam				
ENCFF338JGH	bam	bam		alignments	ENCSR007YOT	ChIP-seq	EFO:0005723	GM23248	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE				1			76				ENCFF643CGH, ENCFF863CCQ	1348653730	ENCODE Processing Pipeline	145a2618f22e182e659311773513076d		https://www.encodeproject.org/files/ENCFF338JGH/@@download/ENCFF338JGH.bam	GRCh38				released	s3://encode-public/2016/10/25/114a401e-1bd5-4586-a729-234a5fef54ba/ENCFF338JGH.bam				
ENCFF575LUX	bam	bam		unfiltered alignments	ENCSR007YOT	ChIP-seq	EFO:0005723	GM23248	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE				2			76				ENCFF447BFL, ENCFF643CGH	1578976756	ENCODE Processing Pipeline	3254dffcfa472fd2caaaa1d32ea7a2b5		https://www.encodeproject.org/files/ENCFF575LUX/@@download/ENCFF575LUX.bam	GRCh38				released	s3://encode-public/2016/10/25/9b5a878e-98f0-42d1-8c25-198370a4e664/ENCFF575LUX.bam				
ENCFF470UMA	bam	bam		alignments	ENCSR007YOT	ChIP-seq	EFO:0005723	GM23248	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE				2			76				ENCFF447BFL, ENCFF643CGH	1298124628	ENCODE Processing Pipeline	dd2f2d46465813a797c4318a39785090		https://www.encodeproject.org/files/ENCFF470UMA/@@download/ENCFF470UMA.bam	GRCh38				released	s3://encode-public/2016/10/25/a3d1a248-9c59-4a6f-a360-8623213f4667/ENCFF470UMA.bam				
ENCFF299SSE	bam	bam		unfiltered alignments	ENCSR987PNT	ChIP-seq	EFO:0007610	RWPE2	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				2			100				ENCFF326ROP, ENCFF548VDA, ENCFF643CGH	5794833372	ENCODE Processing Pipeline	26aa25e472ffed3dadd53ba3413ad35a		https://www.encodeproject.org/files/ENCFF299SSE/@@download/ENCFF299SSE.bam	GRCh38				released	s3://encode-public/2017/03/04/8bd81862-2f81-4330-b0b0-e7ffa8fbdf47/ENCFF299SSE.bam				
ENCFF245ORL	bam	bam		alignments	ENCSR987PNT	ChIP-seq	EFO:0007610	RWPE2	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				2			100				ENCFF326ROP, ENCFF548VDA, ENCFF643CGH	4447205838	ENCODE Processing Pipeline	32c297b4cfbec4e649d1cdf86e0bdcbd		https://www.encodeproject.org/files/ENCFF245ORL/@@download/ENCFF245ORL.bam	GRCh38				released	s3://encode-public/2017/03/04/d2f5727d-429c-4865-9a20-14a7039537c2/ENCFF245ORL.bam				
ENCFF677GPG	bam	bam		unfiltered alignments	ENCSR987PNT	ChIP-seq	EFO:0007610	RWPE2	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				1			100				ENCFF420UBY, ENCFF504UZA, ENCFF643CGH, ENCFF685WRF, ENCFF844OSE	9936255419	ENCODE Processing Pipeline	0c60c08fde6798ac5076b2e08c9744bc		https://www.encodeproject.org/files/ENCFF677GPG/@@download/ENCFF677GPG.bam	GRCh38				released	s3://encode-public/2017/07/19/86a8488b-e4f4-4341-84b0-adf5a218cc5a/ENCFF677GPG.bam				
ENCFF681ELB	bam	bam		alignments	ENCSR987PNT	ChIP-seq	EFO:0007610	RWPE2	cell line	Homo sapiens										H3K27ac-human	DNA						2017-03-16	ENCODE				1			100				ENCFF420UBY, ENCFF504UZA, ENCFF643CGH, ENCFF685WRF, ENCFF844OSE	4248369663	ENCODE Processing Pipeline	cb865675e8ee0c00724c58f3620547b5		https://www.encodeproject.org/files/ENCFF681ELB/@@download/ENCFF681ELB.bam	GRCh38				released	s3://encode-public/2017/07/19/695f3715-283c-4b15-8fc0-02e88f94320d/ENCFF681ELB.bam				
ENCFF551OYH	bam	bam		unfiltered alignments	ENCSR910PDW	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF036JGO, ENCFF052SOO, ENCFF643CGH	6721767807	ENCODE Processing Pipeline	c5e6db124f4f8cc59d4f320d9876c0ea		https://www.encodeproject.org/files/ENCFF551OYH/@@download/ENCFF551OYH.bam	GRCh38				released	s3://encode-public/2017/03/01/7dc1b87c-7bd0-4ce8-8ab9-3347ca4a1f13/ENCFF551OYH.bam				
ENCFF382XYO	bam	bam		alignments	ENCSR910PDW	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF036JGO, ENCFF052SOO, ENCFF643CGH	5804904775	ENCODE Processing Pipeline	b017d78125b28187d457d71a12833f22		https://www.encodeproject.org/files/ENCFF382XYO/@@download/ENCFF382XYO.bam	GRCh38				released	s3://encode-public/2017/03/01/78d3763d-3a61-43b1-b903-4d671d43ee0f/ENCFF382XYO.bam				
ENCFF135UGN	bam	bam		unfiltered alignments	ENCSR910PDW	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF317KRC, ENCFF643CGH, ENCFF851FQK	8222654617	ENCODE Processing Pipeline	a2e733ff9ee13c06030b81e10485e681		https://www.encodeproject.org/files/ENCFF135UGN/@@download/ENCFF135UGN.bam	GRCh38				released	s3://encode-public/2017/03/01/05bbe31a-c8a8-4b3d-9979-a60bbfb29da7/ENCFF135UGN.bam				
ENCFF175ANQ	bam	bam		alignments	ENCSR910PDW	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF317KRC, ENCFF643CGH, ENCFF851FQK	6607170234	ENCODE Processing Pipeline	f997575b1020b9c480f65287efcdbbe2		https://www.encodeproject.org/files/ENCFF175ANQ/@@download/ENCFF175ANQ.bam	GRCh38				released	s3://encode-public/2017/03/02/04f8d779-08c3-4abf-aa36-426035c5463c/ENCFF175ANQ.bam				
ENCFF365JXX	bam	bam		unfiltered alignments	ENCSR777CQW	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF443ZYO, ENCFF643CGH, ENCFF724WMY	7367655415	ENCODE Processing Pipeline	a1a14d194ad091300fd84d787bc53914		https://www.encodeproject.org/files/ENCFF365JXX/@@download/ENCFF365JXX.bam	GRCh38				released	s3://encode-public/2017/03/01/2c7f8afc-19f3-4678-86f7-bd4133d49977/ENCFF365JXX.bam				
ENCFF131ZIS	bam	bam		alignments	ENCSR777CQW	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							H3K27ac-human	DNA						2017-03-03	ENCODE				2			100				ENCFF443ZYO, ENCFF643CGH, ENCFF724WMY	6099658852	ENCODE Processing Pipeline	cbad9be201d7729cc22da1bb912b0883		https://www.encodeproject.org/files/ENCFF131ZIS/@@download/ENCFF131ZIS.bam	GRCh38				released	s3://encode-public/2017/03/01/412fe303-1810-4c52-9604-2a59c9b0d048/ENCFF131ZIS.bam				
ENCFF728TTH	bam	bam		alignments	ENCSR777CQW	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF121KWI, ENCFF289XSZ, ENCFF643CGH	7455304653	ENCODE Processing Pipeline	a7bc042a08b3f1d6cb0e94dd7fee14fa		https://www.encodeproject.org/files/ENCFF728TTH/@@download/ENCFF728TTH.bam	GRCh38				released	s3://encode-public/2017/03/02/1f612268-e77d-4eac-9e9a-13dffc3e071b/ENCFF728TTH.bam				
ENCFF044WEA	bam	bam		unfiltered alignments	ENCSR777CQW	ChIP-seq	EFO:0002095	22Rv1	cell line	Homo sapiens	17β-hydroxy-5α-androstan-3-one	10 nM	4 hour							H3K27ac-human	DNA						2017-03-03	ENCODE				1			100				ENCFF121KWI, ENCFF289XSZ, ENCFF643CGH	8659452895	ENCODE Processing Pipeline	431015ed9c915f7b294607973b605c6a		https://www.encodeproject.org/files/ENCFF044WEA/@@download/ENCFF044WEA.bam	GRCh38				released	s3://encode-public/2017/03/02/5006f1a0-0dda-4f1b-adcf-59d8283d3b31/ENCFF044WEA.bam				
ENCFF378FRQ	bam	bam		unfiltered alignments	ENCSR752UOD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										H3K27ac-human	DNA						2016-06-30	ENCODE				2			36				ENCFF643CGH, ENCFF787RSQ	2271580207	ENCODE Processing Pipeline	018a992f579ac1c7fe70f2d0b61f1b1d		https://www.encodeproject.org/files/ENCFF378FRQ/@@download/ENCFF378FRQ.bam	GRCh38				released	s3://encode-public/2016/10/19/aae80047-8781-453b-9621-5a9096d05361/ENCFF378FRQ.bam				
ENCFF096GIM	bam	bam		alignments	ENCSR752UOD	ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens										H3K27ac-human	DNA						2016-06-30	ENCODE				2			36				ENCFF643CGH, ENCFF787RSQ	910823503	ENCODE Processing Pipeline	67639f04f5988fc763841b0f848fde73		https://www.encodeproject.org/files/ENCFF096GIM/@@download/ENCFF096GIM.bam	GRCh38				released	s3://encode-public/2016/10/19/e98399bc-033b-4f07-9ae0-17f0bb1cbb6a/ENCFF096GIM.bam				
