File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF000TFM	fastq	fastq		reads		ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1	1	36		single-ended				1714988280	Gregory Crawford, Duke	31aebf39dd23dcbb2b09bcc66176f9a9		https://www.encodeproject.org/files/ENCFF000TFM/@@download/ENCFF000TFM.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2011/01/11/d7f71b7c-fe1a-49ea-b9c6-92b690d5fd56/ENCFF000TFM.fastq.gz				
ENCFF000TFS	fastq	fastq		reads		ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1	2	50		single-ended				6439775323	Gregory Crawford, Duke	498b3de6794dd451ece28dd81fbf8991		https://www.encodeproject.org/files/ENCFF000TFS/@@download/ENCFF000TFS.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2011/01/11/40936d1c-b337-4eed-99a6-ccd76eb09871/ENCFF000TFS.fastq.gz				
ENCFF029HFI	bam	bam		unfiltered alignments	hg19	ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF000TFM, ENCFF549HLL	3100931273	ENCODE Processing Pipeline	6ef1d295b1afb78fa6f920f82d3f2a71		https://www.encodeproject.org/files/ENCFF029HFI/@@download/ENCFF029HFI.bam				released	s3://encode-public/2017/10/04/6d65d309-1578-4fde-9863-b5fd262b865c/ENCFF029HFI.bam				
ENCFF640QYY	bam	bam		unfiltered alignments	hg19	ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF000TFS, ENCFF549HLL	7574458859	ENCODE Processing Pipeline	542bcd71cbca386a97f2713816673072		https://www.encodeproject.org/files/ENCFF640QYY/@@download/ENCFF640QYY.bam				released	s3://encode-public/2017/10/04/4bc37ed7-a973-4969-b159-ac8841cb941a/ENCFF640QYY.bam				
ENCFF537YAN	bam	bam		alignments	hg19	ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1							ENCFF029HFI, ENCFF640QYY	7560794456	ENCODE Processing Pipeline	d12b40988c7c63224b0ffdaed15ec523		https://www.encodeproject.org/files/ENCFF537YAN/@@download/ENCFF537YAN.bam				released	s3://encode-public/2017/10/04/6c247842-72a1-442e-8654-17762b11a1b0/ENCFF537YAN.bam				
ENCFF255JSR	fastq	fastq		reads		ENCSR276ITP	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1	76		paired-ended	1	ENCFF270DKA		847674105	John Stamatoyannopoulos, UW	6732d049bc09bdd7cb141bdd1936c52f		https://www.encodeproject.org/files/ENCFF255JSR/@@download/ENCFF255JSR.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/3cb51f56-7d64-43b6-84ea-cc482b6b7323/ENCFF255JSR.fastq.gz				
ENCFF270DKA	fastq	fastq		reads		ENCSR276ITP	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1	76		paired-ended	2	ENCFF255JSR		958523021	John Stamatoyannopoulos, UW	b012887e58a50db063dd5175c08ab328		https://www.encodeproject.org/files/ENCFF270DKA/@@download/ENCFF270DKA.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/89057924-0475-4a3e-9989-8ee3cd4754fb/ENCFF270DKA.fastq.gz				
ENCFF059PYS	fastq	fastq		reads		ENCSR276ITP	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1	76		paired-ended	1	ENCFF683OIU		5235510308	John Stamatoyannopoulos, UW	51543698c22da86c483ac17a93c3d251		https://www.encodeproject.org/files/ENCFF059PYS/@@download/ENCFF059PYS.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/19c00c70-65de-498e-b42a-755ba01a4972/ENCFF059PYS.fastq.gz				
ENCFF683OIU	fastq	fastq		reads		ENCSR276ITP	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1	76		paired-ended	2	ENCFF059PYS		5844879428	John Stamatoyannopoulos, UW	2034f5bf1fc1e36e159104c7ce27c915		https://www.encodeproject.org/files/ENCFF683OIU/@@download/ENCFF683OIU.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/b261dd78-7b79-4116-8c6b-418566ee84f0/ENCFF683OIU.fastq.gz				
ENCFF983AAB	bam	bam		unfiltered alignments	hg19	ENCSR276ITP	DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1							ENCFF059PYS, ENCFF255JSR, ENCFF270DKA, ENCFF549HLL, ENCFF683OIU	12927382627	ENCODE Processing Pipeline	dc546c54b224afef25af59163b8f0afa		https://www.encodeproject.org/files/ENCFF983AAB/@@download/ENCFF983AAB.bam				released	s3://encode-public/2019/09/06/118fdd22-3562-482b-9998-2e45d1065529/ENCFF983AAB.bam				
